Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,Industries,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,Twitter Followers,Instagram Followers,Linkedin Followers,CEO Connections,CEO_Connections_Dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,Total Funding Amount (converted),Last Funding Amount (converted),Organization Age
Plancraft,2020-02-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,SaaS,11-50,2,"€14,100,000",Series A,2024-06-05,"€12,000,000",6.0,8.0,easy SaaS for craftsmen & contractors,SaaS,Plancraft SaaS startup website,,7.485,2000.0,500.0,1,€,14100000.0,€,12000000.0,1.09,historical,1.09,14100000.0,12000000.0,4
DeepSkill,2020-04-20,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,"E-Learning, Personal Development,",11-50,3,"€1,500,000",Seed,2024-06-05,"€1,500,000",9.0,,DeepSkill is a digital platform for holistic personnel development.,E-Learning,DeepSkill E-Learning startup website,,,3000.0,500.0,1,€,1500000.0,€,1500000.0,1.09,historical,1.09,1500000.0,1500000.0,4
Mateo,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"CRM, Customer Service",11-50,2,"€240,000",Seed,2024-06-05,,3.0,,Mateo is the omni-channel customer experience powerhouse that enables local brands and businesses to drive more growth,CRM,Mateo CRM startup website,,,2000.0,500.0,1,€,240000.0,,,1.09,historical,1.09,240000.0,,4
Restate,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,Software,1-10,1,"$7,000,000",Seed,2024-06-10,"$7,000,000",16.0,,"Restate build workflows, event-driven applications, and distributed services in a fault-tolerant manner with durable async/await.",Software,Restate Software startup website,,,,,0,$,7000000.0,$,7000000.0,1.08,historical,1.08,7560000.000000001,7560000.000000001,3
ARX Robotics,2021-01-01,"München, Bayern, Germany",München,Bayern,"Autonomous Vehicles, Drones,,",11-50,2,"€10,150,000",Seed,2024-06-10,"€9,000,000",3.0,3.0,ARX is a defense technology company that specializes in the development of autonomous unmanned systems for dual-use applications.,Autonomous Vehicles,ARX Robotics Autonomous Vehicles startup website,,38.0,9000.0,500.0,1,€,10150000.0,€,9000000.0,1.08,historical,1.08,10150000.0,9000000.0,4
BlazeSQL,2023-02-04,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Human Resources,,",11-50,2,,Pre-Seed,2024-06-12,,,,BlazeSQL is an AI-powered tool that helps you turn questions into data insights from your SQL database.,Artificial Intelligence (AI),BlazeSQL Artificial Intelligence (AI) startup website,,,1000.0,,0,,,,,1.07,historical,1.07,,,1
Replique,2020-01-01,"Mannheim, Baden-Wurttemberg,",Mannheim,Baden-Wurttemberg,"3D Printing, Information Technology,,",11-50,2,,Seed,2024-06-13,,4.0,7.0,Replique is an online first fully encrypted 3D printing platform that makes spare part management more sustainable to large OEMs.,3D Printing,Replique 3D Printing startup website,,,3000.0,500.0,1,,,,,1.08,historical,1.08,,,5
ACE Alternatives,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Accounting, Consulting, Financial Services,,,,",11-50,1,,Seed,2024-06-14,,1.0,11.0,"ACE Alternatives, is a tech-driven managed services provider for Alternative Assets; fund admin, compliance, tax, accounting, ESG.",Accounting,ACE Alternatives Accounting startup website,3.0,,3000.0,500.0,1,,,,,1.07,historical,1.07,,,4
Synapze,2021-04-01,"Landshut, Bayern, Germany",Landshut,Bayern,"Banking, Compliance, Financial Services,,,",1-10,3,"€500,000",Pre-Seed,2024-06-18,"€50,000",2.0,,"Makers of TinyAI - a cost effective, privacy compliant AI that can be on-prem / cloud for efficient process automation.",Banking,Synapze Banking startup website,,,417.0,476.0,0,€,500000.0,€,50000.0,1.07,historical,1.07,500000.0,50000.0,3
eco.mio,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"SaaS, Software, Sustainability",11-50,4,"€785,000",Seed,2024-06-18,,14.0,12.0,Eco.mio empowers companies to achieve their climate goals while simultaneously realizing significant cost savings on business travel.,SaaS,eco.mio SaaS startup website,,,3000.0,500.0,1,€,785000.0,,,1.07,historical,1.07,785000.0,,4
mika,2023-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Accounting, Document Management,,",1-10,1,"€800,000",Pre-Seed,2024-06-18,"€800,000",1.0,,"mika is an accounting solution firm that offers monthly bookkeeping, payroll, invoice management, and financial planning services.",Accounting,mika Accounting startup website,,,2000.0,500.0,1,€,800000.0,€,800000.0,1.07,historical,1.07,800000.0,800000.0,2
Cambrium,2020-08-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Advanced Materials, Bioinformatics,,,",11-50,3,"€8,000,000",Seed,2024-06-20,,12.0,4.0,Cambrium is engineering biology to create high-performance proteins.,Advanced Materials,Cambrium Advanced Materials startup website,,254.0,9000.0,500.0,1,€,8000000.0,,,1.08,historical,1.08,8000000.0,,4
atmio,2023-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,"Clean Energy, Energy, Fossil Fuels,,,,",1-10,2,"$6,860,222",Seed,2024-06-20,"€5,100,000",8.0,15.0,"The operating system for the oil & gas sector to effortlessly find, fix, and report methane emissions",Clean Energy,atmio Clean Energy startup website,,,2000.0,500.0,1,$,6860222.0,€,5100000.0,1.08,historical,1.08,7409039.760000001,5100000.0,2
DataPulse Research,2023-09-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Data Visualization, Digital Media",1-10,1,,Pre-Seed,2024-06-23,,2.0,,DataPulse Research is an independent research institute that publishes data driven studies and infographics.,Data Visualization,DataPulse Research Data Visualization startup website,,37.0,62.0,43.0,0,,,,,1.07,historical,1.07,,,1
SynthFlow AI,2023-07-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Productivity Tools,",11-50,2,"$8,984,617",Seed,2024-06-27,"$7,400,000",3.0,17.0,"Synthflow AI empowers businesses to build customizable, no-code AI voice assistants that handle a variety of tasks.",Artificial Intelligence (AI),SynthFlow AI Artificial Intelligence (AI) startup website,,,5000.0,500.0,1,$,8984617.0,$,7400000.0,1.07,historical,1.07,9613540.19,7918000.0,1
Bling.de,2021-06-11,"Berlin, Berlin, Germany",Berlin,Berlin,"EdTech, Financial Services, FinTech",11-50,3,"€14,700,000",Series A,2024-06-27,"€11,200,000",20.0,2.0,"Among Germany's fastest growing fintechs, Bling is reinventing Retail-Banking for families.",EdTech,Bling.de EdTech startup website,,,4000.0,500.0,1,€,14700000.0,€,11200000.0,1.07,historical,1.07,14700000.0,11200000.0,3
Fleming,2020-12-04,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Banking,,,",11-50,3,"€2,750,000",Seed,2024-07-01,"€1,400,000",,4.0,"Fleming: finance & banking for healthcare pros—digital investment & working capital loans, plus a suite (account, card, POS, MoneyMarket).",Artificial Intelligence (AI),Fleming Artificial Intelligence (AI) startup website,,,5000.0,500.0,1,€,2750000.0,€,1400000.0,1.07,historical,1.07,2750000.0,1400000.0,4
913.ai,2023-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,"Artificial Intelligence (AI), Enterprise Software,,",1-10,2,"€400,000",Pre-Seed,2024-07-01,"€300,000",1.0,,Deep Automation of Specialist Workflows via our proprietary AI Infrastructure.,Artificial Intelligence (AI),913.ai Artificial Intelligence (AI) startup website,52.0,,4000.0,500.0,1,€,400000.0,€,300000.0,1.07,historical,1.07,400000.0,300000.0,2
yoona.ai,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Machine Learning,,",1-10,6,"$2,193,263",Seed,2024-07-07,,4.0,2.0,yoona.ai is a B2B SaaS Platform.,Artificial Intelligence (AI),yoona.ai Artificial Intelligence (AI) startup website,98.0,,2000.0,500.0,1,$,2193263.0,,,1.08,historical,1.08,2368724.04,,5
allO,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,"Food and Beverage, Payments,,,",11-50,2,"$6,489,425",Seed,2024-07-09,"$5,000,000",13.0,18.0,allO is an all-in-one restaurant management system. Our mission is to help local restaurants thrive. We strive to democratize gastronomy.,Food and Beverage,allO Food and Beverage startup website,,312.0,4000.0,500.0,1,$,6489425.0,$,5000000.0,1.08,historical,1.08,7008579.0,5400000.0,4
lemon.markets,2020-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Developer APIs, Enterprise Applications,,,",11-50,3,"€27,000,000",Seed,2024-07-11,"€12,000,000",7.0,23.0,"Lemon.markets is a FinTech platform that offers an easy-to-use API for stock trading, order execution, and market data retrieval.",Developer APIs,lemon.markets Developer APIs startup website,,,10000.0,500.0,1,€,27000000.0,€,12000000.0,1.08,historical,1.08,27000000.0,12000000.0,5
trail,2023-01-01,"Munich, Bayern, Germany",Munich,Bayern,"Artificial Intelligence (AI), Software",1-10,1,"€1,450,000",Pre-Seed,2024-07-11,"€1,450,000",8.0,,"Trail offers a straightforward approach to implementing AI Governance, empowering developers and businesses to create reliable AI solutions",Artificial Intelligence (AI),trail Artificial Intelligence (AI) startup website,,,1000.0,500.0,1,€,1450000.0,€,1450000.0,1.08,historical,1.08,1450000.0,1450000.0,2
kolum.earth,2022-01-01,"Münster, Nordrhein-Westfalen,",Münster,Nordrhein-Westfalen,"Software, Web Development",1-10,1,"€2,100,000",Pre-Seed,2024-07-11,"€2,100,000",12.0,2.0,Kolum is developing software that enables EU enterprises to become fully compliant with all Carbon Border Adjustment Mechanisms.,Software,kolum.earth Software startup website,,,805.0,500.0,1,€,2100000.0,€,2100000.0,1.08,historical,1.08,2100000.0,2100000.0,3
WorkerHero,2021-03-01,"Munich, Bayern, Germany",Munich,Bayern,"Human Resources, Recruiting,",11-50,2,"€7,100,000",Series A,2024-07-16,"€4,600,000",6.0,5.0,WorkerHero is a modern recruiting tech company to make recruitment easier for companies by automatically delivering job vacancies.,Human Resources,WorkerHero Human Resources startup website,,,2000.0,500.0,1,€,7100000.0,€,4600000.0,1.09,historical,1.09,7100000.0,4600000.0,3
mogenius,2021-02-02,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,"Cloud Computing, DevOps, Enterprise,,,",11-50,2,"€2,500,000",Seed,2024-07-18,"€2,500,000",5.0,1.0,mogenius is a Kubernetes Operations Platform that helps teams to deploy and manage applications on Kubernetes easily.,Cloud Computing,mogenius Cloud Computing startup website,213.0,,2000.0,500.0,1,€,2500000.0,€,2500000.0,1.09,historical,1.09,2500000.0,2500000.0,3
TRAIT,2021-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,Mobile Apps,1-10,1,"€1,000,000",Seed,2024-07-22,"€1,000,000",2.0,1.0,TRAIT Running Coach app for your iphone or ipad tablet.,Mobile Apps,TRAIT Mobile Apps startup website,,,780.0,500.0,1,€,1000000.0,€,1000000.0,1.09,historical,1.09,1000000.0,1000000.0,3
bunch,2021-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Financial Services, FinTech, Software",11-50,2,"$22,894,397",Series A,2024-07-25,"$15,500,000",11.0,7.0,bunch technology is the Operating System for private markets.,Financial Services,bunch Financial Services startup website,,,8000.0,500.0,1,$,22894397.0,$,15500000.0,1.08,historical,1.08,24725948.76,16740000.000000002,3
Black Forest Labs,2024-01-01,"Freiburg Im Breisgau, Baden-Wurttemberg,",Freiburg Im Breisgau,Baden-Wurttemberg,"Artificial Intelligence (AI), Generative AI,,",11-50,1,"€28,000,000",Seed,2024-08-01,"€28,000,000",8.0,14.0,"Black Forest Labs develops advanced generative deep learning models for images and videos, emphasizing broad accessibility and transparency.",Artificial Intelligence (AI),Black Forest Labs Artificial Intelligence (AI) startup website,,,,,0,€,28000000.0,€,28000000.0,1.08,historical,1.08,28000000.0,28000000.0,1
DC Connected,2020-10-08,"Nersingen, Bayern, Germany",Nersingen,Bayern,"Analytics, Artificial Intelligence (AI),,,,,,",1-10,3,"€3,200,000",Seed,2024-08-07,"€2,100,000",6.0,2.0,"Saas, Artificial Intelligence, Predicitve Analytics, Automotive, Generative AI",Analytics,DC Connected Analytics startup website,,,712.0,500.0,1,€,3200000.0,€,2100000.0,1.09,historical,1.09,3200000.0,2100000.0,4
Louco,2021-05-25,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,"Apps, Artificial Intelligence (AI),,,,,",,1,"€1,500,000",Seed,2024-08-07,"€1,500,000",,1.0,Louco is the first AI-powered platform transforming event discovery with personalized suggestions based on users preferences & interests.,Apps,Louco Apps startup website,,62.0,486.0,500.0,1,€,1500000.0,€,1500000.0,1.09,historical,1.09,1500000.0,1500000.0,3
YGO Trips,2022-08-31,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Tourism,",1-10,2,"€2,500,000",Seed,2024-08-07,"€2,500,000",8.0,2.0,"YGO Trips is a travel company that allows travellers to book flights, hotels, activities, events & more, conveniently on one platform.",Artificial Intelligence (AI),YGO Trips Artificial Intelligence (AI) startup website,,,,,0,€,2500000.0,€,2500000.0,1.09,historical,1.09,2500000.0,2500000.0,2
Explo,2021-08-18,"Kiel, Schleswig-Holstein, Germany",Kiel,Schleswig-Holstein,"Artificial Intelligence (AI), News,,,",1-10,2,"€760,000",Pre-Seed,2024-08-07,"€260,000",,,Software for publishers to retain readers and increase digital revenue.,Artificial Intelligence (AI),Explo Artificial Intelligence (AI) startup website,,,,,0,€,760000.0,€,260000.0,1.09,historical,1.09,760000.0,260000.0,3
VoiceLine,2020-01-01,"München, Bayern, Germany",München,Bayern,"Artificial Intelligence (AI), Information Technology,,,",1-10,2,"€2,400,000",Seed,2024-08-13,"€2,400,000",24.0,3.0,VoiceLine is an AI-based field sales revenue intelligence tool that automates administrative tasks and provides actionable insights.,Artificial Intelligence (AI),VoiceLine Artificial Intelligence (AI) startup website,36.0,,2000.0,500.0,1,€,2400000.0,€,2400000.0,1.09,historical,1.09,2400000.0,2400000.0,5
Root Global,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"B2B, Food and Beverage, SaaS,",11-50,2,"€10,500,000",Seed,2024-08-19,"€8,000,000",14.0,1.0,Root Global develops carbon accounting and emissions management platforms to help companies manage and reduce their environmental footprint.,B2B,Root Global B2B startup website,,,5000.0,500.0,1,€,10500000.0,€,8000000.0,1.1,historical,1.1,10500000.0,8000000.0,3
Buildery,2024-06-25,"Berlin, Berlin, Germany",Berlin,Berlin,"Software, Web Development",1-10,1,,Pre-Seed,2024-08-25,,,,Modern low-code website builder,Software,Buildery Software startup website,,,33.0,500.0,1,,,,,1.12,historical,1.12,,,0
Qualiwise,2022-01-01,"Munich, Bayern, Germany",Munich,Bayern,"Artificial Intelligence (AI), Software",1-10,1,,Pre-Seed,2024-08-27,,1.0,,Qualiwise has created software that digitizes the whole quality control process with the help of artificial intelligence.,Artificial Intelligence (AI),Qualiwise Artificial Intelligence (AI) startup website,,,678.0,500.0,1,,,,,1.12,historical,1.12,,,3
Sapper Intelligence,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Aerospace, Artificial Intelligence (AI),",,1,"€100,000",Pre-Seed,2024-08-27,"€100,000",1.0,,Sapper Intelligence specializes in AI radar signal recognition and sensor fusion to find large hidden objects beneath soil and vegetation.,Aerospace,Sapper Intelligence Aerospace startup website,,,,,0,€,100000.0,€,100000.0,1.12,historical,1.12,100000.0,100000.0,1
StratifAI,2023-01-01,"Dresden, Sachsen, Germany",Dresden,Sachsen,"Artificial Intelligence (AI), Health Care,",1-10,1,"€1,500,000",Pre-Seed,2024-09-02,"€1,500,000",5.0,,Enhancing treatment decision-making with AI-driven precision oncology,Artificial Intelligence (AI),StratifAI Artificial Intelligence (AI) startup website,,,642.0,500.0,1,€,1500000.0,€,1500000.0,1.1,historical,1.1,1500000.0,1500000.0,2
Dadan,2024-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Information Technology,",1-10,1,"$176,000",Pre-Seed,2024-09-02,"$176,000",,,Dadan is an innovative screen recording and video creation platform,Artificial Intelligence (AI),Dadan Artificial Intelligence (AI) startup website,,,,,0,$,176000.0,$,176000.0,1.1,historical,1.1,193600.00000000003,193600.00000000003,1
Liga der Roboter,2022-10-01,"Munich, Bayern, Germany",Munich,Bayern,"EdTech, Edutainment, STEM Education",51-100,3,"€355,000",Seed,2024-09-02,"€140,000",,,Network No.1 for Robotics Kids’ Clubs in Germany,EdTech,Liga der Roboter EdTech startup website,,,499.0,425.0,0,€,355000.0,€,140000.0,1.1,historical,1.1,355000.0,140000.0,2
Zive,2023-07-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,"Artificial Intelligence (AI), Generative AI,,,,",1-10,1,"$3,200,000",Pre-Seed,2024-09-03,"$3,200,000",1.0,,Enterprise Knowledge & AI platform that makes all company knowledge universally accessible to all employees.,Artificial Intelligence (AI),Zive Artificial Intelligence (AI) startup website,,,1000.0,500.0,1,$,3200000.0,$,3200000.0,1.11,historical,1.11,3552000.0000000005,3552000.0000000005,1
Reonic,2021-01-01,"Augsburg, Bayern, Germany",Augsburg,Bayern,"Renewable Energy, SaaS, Software,",11-50,2,"€13,000,000",Series A,2024-09-04,"€13,000,000",3.0,2.0,Reonic is a climate-tech software company that focuses on renewable energy solutions.,Renewable Energy,Reonic Renewable Energy startup website,,1983.0,9000.0,500.0,1,€,13000000.0,€,13000000.0,1.1,historical,1.1,13000000.0,13000000.0,4
Chutney AI,2024-07-27,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), Information Technology,,",1-10,1,"$300,000",Pre-Seed,2024-09-05,"$300,000",,,AI workspace for sales engineers,Artificial Intelligence (AI),Chutney AI Artificial Intelligence (AI) startup website,,,58.0,67.0,0,$,300000.0,$,300000.0,1.11,historical,1.11,333000.00000000006,333000.00000000006,0
Key Ward,2022-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,"Artificial Intelligence (AI), CAD,,,,,,,",1-10,2,"€1,150,000",Pre-Seed,2024-09-10,"€1,000,000",5.0,4.0,"Harness the power of Generative AI to automatically process your datasets for AI, unlocking product quality and speed",Artificial Intelligence (AI),Key Ward Artificial Intelligence (AI) startup website,,,3000.0,500.0,1,€,1150000.0,€,1000000.0,1.1,historical,1.1,1150000.0,1000000.0,2
